arm,strength,seed,instrument,net_annual,t_neff,ic_mean,ic_ci_low,positive,t_fix,ic_ci_low_fix,positive_fix
neg,0.0,1006,simple,-0.013667170847878512,-0.23799182693349538,-0.0006761562031439436,-0.007837471474234645,False,-0.23799182693349538,-0.007837471474234645,False
neg,0.0,1007,ml,-0.13969538012538518,-3.116450993654276,-0.007871754695586618,-0.01652364174935068,False,-3.116450993654276,-0.01652364174935068,False
neg,0.0,1007,simple,0.008205834975733932,0.14708853028058902,-0.0033909044774933818,-0.010430348508376697,False,0.14708853028058902,-0.010430348508376697,False
neg,0.0,1008,ml,0.05952161007845735,1.0993555044579635,0.004898860751185111,-0.0023039141006994173,False,1.0993555044579635,-0.0023039141006994173,False
neg,0.0,1008,simple,-0.04503243358763075,-0.7799806583257182,0.00032422663739373994,-0.006812015091705288,False,-0.7799806583257182,-0.006812015091705288,False
neg,0.0,1009,ml,-0.04956104858127426,-1.074083184604232,-0.0009773806668783168,-0.008180224787484017,False,-1.074083184604232,-0.008180224787484017,False
neg,0.0,1009,simple,0.08764424767047467,1.1749239248802654,-0.001418038101003268,-0.008487747809632715,False,1.1749239248802654,-0.008487747809632715,False
neg,0.0,1010,ml,-0.039487639614928044,-0.7436045051031581,-0.001913870523210997,-0.008935104284011251,False,-0.7436045051031581,-0.008935104284011251,False
neg,0.0,1010,simple,0.042378578918152755,0.9336334741628329,0.004302435641622426,-0.002989860533822342,False,0.9336334741628329,-0.002989860533822342,False
neg,0.0,1011,ml,-0.04858628846996925,-0.07736879512667713,-0.002645177634000341,-0.009856204557782041,False,-1.150169827250383,-0.009856204557782041,False
neg,0.0,1011,simple,-0.027033858778919572,-0.548554088773586,0.002712228144785152,-0.0045004314912297574,False,-0.548554088773586,-0.0045004314912297574,False
neg,0.0,1012,ml,-0.02586387208922885,-0.5223098759599554,0.0007525059088380514,-0.006482915142418151,False,-0.5223098759599554,-0.006482915142418151,False
neg,0.0,1012,simple,-0.026005318290361314,-0.02286427479642703,0.00084613346364508,-0.008096097981437098,False,-0.33990188098126606,-0.008096097981437098,False
neg,0.0,1013,ml,-0.19705146516417882,-2.5856705979756383,-0.008549735403055064,-0.015440307569641893,False,-2.5856705979756383,-0.015440307569641893,False
neg,0.0,1013,simple,-0.027119418747951377,-0.407399663674412,-0.001903016815060425,-0.009126722888166565,False,-0.407399663674412,-0.009126722888166565,False
neg,0.0,1014,ml,-0.062246757467468626,-1.1545803475114298,-0.000789757473374532,-0.007923797511623394,False,-1.1545803475114298,-0.007923797511623394,False
neg,0.0,1014,simple,-0.0878575593077387,-1.9158229362953387,-0.005943220374342769,-0.013189611164235145,False,-1.9158229362953387,-0.013189611164235145,False
neg,0.0,1015,ml,-0.001655464610408399,-0.03698945700551678,0.009129572371895526,0.002056820846517176,False,-0.03698945700551678,0.002056820846517176,False
neg,0.0,1015,simple,-0.001819074410246277,-0.04095654421412575,-0.00034910845749804015,-0.008194152686138944,False,-0.04095654421412575,-0.008194152686138944,False
neg,0.0,1016,ml,-0.10729357440715759,-0.1611085449516311,0.003596811054222921,-0.0035854280010828555,False,-2.3950507050314016,-0.0035854280010828555,False
neg,0.0,1016,simple,-0.010770166643907815,-0.015975736427616342,-0.004078293678978169,-0.01143083152312261,False,-0.23749639602198508,-0.01143083152312261,False
neg,0.0,1017,ml,0.008764080794760286,0.19410246299108602,3.158241060751258e-05,-0.008234791130864965,False,0.19410246299108602,-0.008234791130864965,False
neg,0.0,1017,simple,-0.07773352590665661,-1.5913514116923526,-0.0009906271345196114,-0.008289262450518375,False,-1.5913514116923526,-0.008289262450518375,False
neg,0.0,1018,ml,-0.09595408411037501,-0.10234532232590268,-0.009796839818159292,-0.016983070801782255,False,-1.521472597663341,-0.016983070801782255,False
neg,0.0,1018,simple,-0.04796464547389278,-0.7221296378878901,0.005050459487704942,-0.0029628953314083306,False,-0.7221296378878902,-0.0029628953314083306,False
neg,0.0,1019,ml,-0.0863976292182097,-1.8077648609940866,-0.004339971715859016,-0.011392922207998655,False,-1.8077648609940866,-0.011392922207998655,False
neg,0.0,1019,simple,-0.020168978157417538,-0.49797600430770184,0.004476392152542725,-0.0029546923282145685,False,-0.49797600430770184,-0.0029546923282145685,False
neg,0.0,1020,ml,-0.04301429014954291,-0.06505522159178614,-0.006098610812882754,-0.013405492120962825,False,-0.9671153965555319,-0.013405492120962825,False
neg,0.0,1020,simple,-0.03652030045043066,-0.8489197435724404,0.0004792912456427122,-0.006690903506795054,False,-0.8489197435724404,-0.006690903506795054,False
neg,0.0,1021,ml,0.018584873353686894,0.353243695764595,0.007374546406613725,-0.00014871450680520835,False,0.353243695764595,-0.00014871450680520835,False
neg,0.0,1021,simple,0.07115719357581299,1.4219671413084645,0.002228607094770004,-0.005128678525881237,False,1.4219671413084645,-0.005128678525881237,False
neg,0.0,1022,ml,-0.08519134307745514,-1.2010187731235293,-0.0014973578063691567,-0.008661983393908092,False,-1.2010187731235296,-0.008661983393908092,False
neg,0.0,1022,simple,-0.06660333567144498,-1.5431917310953738,-0.004128102130227168,-0.012231082241136209,False,-1.5431917310953738,-0.012231082241136212,False
neg,0.0,1023,ml,0.006999017304656225,0.16375330406877003,-0.00012857430716090135,-0.008501267328040064,False,0.16375330406877003,-0.008501267328040064,False
neg,0.0,1023,simple,-0.018839795170851326,-0.41800631895299256,0.0008076018455710623,-0.00634651631436342,False,-0.41800631895299256,-0.00634651631436342,False
neg,0.0,1024,ml,-0.08235860282786918,-0.11751512300403799,-0.002343341890811313,-0.010103610847988576,False,-1.7469878974276192,-0.010103610847988576,False
neg,0.0,1024,simple,-0.027554815039213955,-0.5288083706533269,0.0019077710799701377,-0.005700568676657199,False,-0.5288083706533269,-0.005700568676657199,False
neg,0.0,1025,ml,-0.015113023841478905,-0.3134171570992133,0.003642630256165469,-0.0036948806517399773,False,-0.3134171570992133,-0.0036948806517399773,False
neg,0.0,1025,simple,-0.1275593932054271,-2.117362350082031,-0.003955668391502767,-0.01116570137469097,False,-2.1173623500820304,-0.01116570137469097,False
neg,0.0,1026,ml,-0.08576527645070452,-1.4856096962394236,-0.003843489928053914,-0.010914477769646113,False,-1.4856096962394236,-0.010914477769646113,False
neg,0.0,1026,simple,-0.053478219296979136,-1.124604007845487,-0.0017921938191662787,-0.008905306437439777,False,-1.124604007845487,-0.008905306437439777,False
neg,0.0,1027,ml,-0.01837280241644485,-0.29433741352151505,0.002389388998892039,-0.004757908097093595,False,-0.29433741352151493,-0.004757908097093597,False
neg,0.0,1027,simple,-0.033005979470134096,-0.7427468848266592,0.0006548108400545517,-0.006398487483469618,False,-0.7427468848266592,-0.006398487483469618,False
neg,0.0,1028,ml,0.049193468987732754,1.1524686827795396,0.004890228209470315,-0.0022089571572623872,False,1.1524686827795396,-0.0022089571572623872,False
neg,0.0,1028,simple,-0.10800931753582398,-0.08997044778200107,-0.003233709112146329,-0.010302080768480472,False,-1.3375068619542578,-0.010302080768480472,False
neg,0.0,1029,ml,-0.08312153775690115,-1.3334660776054592,-0.0011358098557435266,-0.00841075527683548,False,-1.3334660776054592,-0.00841075527683548,False
neg,0.0,1029,simple,-0.07649569135589505,-1.3075679349551383,-0.0009154818124916902,-0.008111333046929042,False,-1.3075679349551383,-0.008111333046929042,False
neg,0.0,1030,ml,0.04244083692588838,0.04760098766150197,0.007068916107787807,-0.000908694491972316,False,0.7076395550161482,-0.000908694491972316,False
neg,0.0,1030,simple,-0.047506373608739,-0.9971284288317084,-0.0006926840029270892,-0.007869687543991224,False,-0.9971284288317084,-0.007869687543991224,False
neg,0.0,1031,ml,-0.05438722350989821,-0.8528184495258208,0.0016961586162046322,-0.005521772146389082,False,-0.8528184495258206,-0.005521772146389082,False
neg,0.0,1031,simple,-0.023755799721349613,-0.02907986881587552,-0.006319089351815951,-0.013449938147436783,False,-0.4323033289798091,-0.013449938147436783,False
neg,0.0,1032,ml,0.04877856762486875,0.9593320823554957,0.002593132959396264,-0.004854082624451372,False,0.9593320823554957,-0.004854082624451372,False
neg,0.0,1032,simple,0.007338090051063884,0.13803813871134216,-0.0008159406672630436,-0.0076809408403653474,False,0.13803813871134216,-0.0076809408403653474,False
neg,0.0,1033,ml,-0.08269440453013265,-1.8914200982558689,0.00020619748544257354,-0.007053734656456319,False,-1.8914200982558689,-0.007053734656456319,False
neg,0.0,1033,simple,-0.07185552407219811,-0.09892117971665439,-0.0019786432126363716,-0.009841670412486195,False,-1.470569058233633,-0.009841670412486195,False
neg,0.0,1034,ml,-0.06893732353408782,-1.18330122139888,0.0017184037230808416,-0.005580930555785261,False,-1.18330122139888,-0.005580930555785261,False
neg,0.0,1034,simple,-0.015200278689774232,-0.35049768334782766,0.00031732071759686393,-0.0066578835991437345,False,-0.35049768334782766,-0.0066578835991437345,False
neg,0.0,1035,ml,-0.12209110575206486,-0.1266325700856311,-0.004284824827639351,-0.011396086592857277,False,-1.882528492542621,-0.011396086592857277,False
neg,0.0,1035,simple,0.029270629794046675,0.4625556323233551,0.0025736408161598054,-0.004567986300969586,False,0.4625556323233551,-0.004567986300969586,False
neg,0.0,1036,ml,-0.06062484907658386,-1.4180168941543307,-0.0010895034788247116,-0.008176810895582054,False,-1.4180168941543307,-0.008176810895582054,False
neg,0.0,1036,simple,-0.03916253035928965,-0.9932603745209636,-0.004405467613084418,-0.011274907723297575,False,-0.9932603745209636,-0.011274907723297575,False
neg,0.0,1037,ml,-0.00876949492440585,-0.012717615149064245,-0.0013211636285808777,-0.008391298258813452,False,-0.18906094110792837,-0.008391298258813452,False
neg,0.0,1037,simple,-0.13318531766383632,-2.4774706779291114,-0.001815659486816572,-0.008852623687343544,False,-2.4774706779291114,-0.008852623687343544,False
neg,0.0,1038,ml,-0.09841520836317058,-2.308596917625624,-0.005870974900028165,-0.01307945506551235,False,-2.308596917625624,-0.01307945506551235,False
neg,0.0,1038,simple,-0.014829328040750753,-0.3085272836872316,0.005932676746556372,-0.0012936847307943857,False,-0.3085272836872316,-0.0012936847307943857,False
neg,0.0,1039,ml,-0.016233242675051905,-0.3530958410971995,0.0006149796121042281,-0.007078086708171756,False,-0.3530958410971995,-0.007078086708171756,False
neg,0.0,1039,simple,-0.05663336111232746,-1.2772729803183247,-0.0008691197100892161,-0.00791355275086118,False,-1.2772729803183247,-0.00791355275086118,False
pos,5.0,2500,ml,-0.05999890997394773,-1.3967016226967481,0.013624936461762069,0.006366081954766894,False,-1.3967016226967481,0.006366081954766894,False
pos,5.0,2500,simple,0.07642406984981684,0.12072934774013568,0.02030987540647327,0.012826895346139462,False,1.7947707833237792,0.012826895346139462,False
pos,5.0,2501,ml,-0.0594711881159647,-1.2851382264375097,0.0009598372423564703,-0.006827313626772724,False,-1.2851382264375097,-0.006827313626772724,False
pos,5.0,2501,simple,0.07272380748937876,1.0286032043624513,0.014046756566704352,0.006984135528990136,False,1.0286032043624513,0.006984135528990136,False
pos,5.0,2502,ml,-0.01875149593647496,-0.027479917157564374,0.004829207330500948,-0.002250245548158061,False,-0.4085183376349693,-0.002250245548158061,False
pos,5.0,2502,simple,0.005461281374089809,0.11920583931412401,0.010596226840250663,0.003539397370179021,False,0.11920583931412401,0.003539397370179021,False
pos,5.0,2503,ml,0.03188008946824007,0.48108350590195426,0.008883213475905273,0.0006566429112246398,False,0.48108350590195426,0.0006566429112246398,False
pos,5.0,2503,simple,0.15628822087103875,1.3654761056688072,0.01750756224820025,0.009397073874551973,False,1.3654761056688072,0.009397073874551973,False
pos,5.0,2504,ml,-0.03221840607511482,-0.45269188742003286,0.010707290430254592,0.003331920334124939,False,-0.45269188742003286,0.003331920334124939,False
pos,5.0,2504,simple,0.05027441525255123,1.0974742500540442,0.018355264435871432,0.008947527909377386,False,1.0974742500540442,0.008947527909377386,False
pos,5.0,2505,ml,-0.0016355282465707985,-0.002324397468415161,0.0038032795644876447,-0.003150284902388209,False,-0.03455465256155288,-0.003150284902388209,False
pos,5.0,2505,simple,0.09057641153429599,1.2331996251447284,0.011742677653585706,0.004661592308649991,False,1.2331996251447284,0.004661592308649991,False
pos,5.0,2506,ml,0.04957948592848105,1.086574241497874,0.005417578636445906,-0.002631374018924276,False,1.086574241497874,-0.002631374018924274,False
pos,5.0,2506,simple,0.07561541264974159,0.11131511240464206,0.009276044398341862,0.0021349988091003535,False,1.6548181136228959,0.0021349988091003535,False
pos,5.0,2507,ml,0.04250188506838083,0.9179306137445148,0.010539613903813952,0.0036068515406720908,False,0.9179306137445148,0.0036068515406720908,False
pos,5.0,2507,simple,0.060292502252517775,1.2375327830340677,0.01761185250799349,0.010325579554159737,False,1.2375327830340677,0.010325579554159737,False
pos,5.0,2508,ml,0.02039281942021446,0.5015171890423824,0.0052207450122898555,-0.0017404113124795543,False,0.5015171890423824,-0.0017404113124795543,False
pos,5.0,2508,simple,0.047319039245781576,0.8857649252813898,0.013430898573021443,0.006456165922628747,False,0.8857649252813898,0.006456165922628747,False
pos,5.0,2509,ml,0.01978768554635577,0.4512171529470026,0.007551128658206472,0.00042910881211000087,False,0.4512171529470026,0.00042910881211000087,False
pos,5.0,2509,simple,0.07613025893327113,1.0071540234943455,0.011122347968313542,0.004042330912094964,False,1.0071540234943455,0.004042330912094964,False
pos,5.0,2510,ml,-0.025745587493947213,-0.5839066837092401,0.012918359477254263,0.004648675383125925,False,-0.5839066837092401,0.004648675383125925,False
pos,5.0,2510,simple,0.06341920477176113,0.11350462299903653,0.021445988103979456,0.0143690783435575,False,1.6873675286421463,0.0143690783435575,False
pos,5.0,2511,ml,-0.09377026211227281,-2.238139089183037,-0.0010316590932165069,-0.010344938162811044,False,-2.238139089183037,-0.010344938162811042,False
pos,5.0,2511,simple,0.03829454295210645,0.5710336783583394,0.011226863560958361,0.004035619066159049,False,0.5710336783583394,0.004035619066159049,False
pos,5.0,2512,ml,0.003044596400750835,0.0679303579906475,0.012319379988811335,0.005292924928437593,False,0.0679303579906475,0.005292924928437593,False
pos,5.0,2512,simple,0.1081193433264094,3.174229656598578,0.018228930407114305,0.010977979339756805,True,3.174229656598578,0.010977979339756805,True
pos,5.0,2513,ml,-0.045599957146883474,-0.055471307195706344,0.007087304988038402,-0.0018923182317560905,False,-0.8246402662749942,-0.0018923182317560922,False
pos,5.0,2513,simple,0.06967514420458419,0.08234112902118408,0.023517849858389953,0.015693432207234615,False,1.2240888847607456,0.015693432207234615,False
pos,5.0,2514,ml,-0.05196634549149802,-1.1224895486843793,0.005929785111551579,-0.0040497563857051465,False,-1.1224895486843793,-0.004049756385705145,False
pos,5.0,2514,simple,0.05098428927129501,1.0118359185609638,0.01346381270954984,0.006483029378597495,False,1.0118359185609638,0.006483029378597495,False
pos,5.0,2515,ml,0.001998454717572713,0.0029527082693094793,0.008769054533735053,0.0014036721484622277,False,0.04389516412233056,0.0014036721484622277,False
pos,5.0,2515,simple,0.034521781232517,0.7449481491446811,0.015384235247497059,0.007979852919433015,False,0.7449481491446811,0.007979852919433015,False
pos,5.0,2516,ml,-0.034953450900988885,-0.6946704872917843,0.012539073356527519,0.005214744261962872,False,-0.6946704872917843,0.005214744261962872,False
pos,5.0,2516,simple,0.09327562205326718,1.6442265010896018,0.01874512911960901,0.011502381298015882,False,1.6442265010896018,0.011502381298015882,False
pos,5.0,2517,ml,0.05972112015157876,0.08345374896921112,0.017581395172557295,0.009219418875032758,False,1.2406291693977534,0.009219418875032758,False
pos,5.0,2517,simple,0.15077840454249614,3.0369648713900075,0.023672944906117786,0.015233304480874175,True,3.0369648713900075,0.015233304480874175,True
pos,5.0,2518,ml,0.0749977289965118,0.5925393948149534,0.005806427916374729,-0.0015238504635969319,False,0.5925393948149534,-0.0015238504635969319,False
pos,5.0,2518,simple,0.16176744836661977,1.6294819799256135,0.020293429993356565,0.012942574507284619,False,1.6294819799256135,0.012942574507284619,False
pos,5.0,2519,ml,0.07861825526499791,0.9148841222050188,0.009053929108245398,5.891077621887272e-06,False,0.9148841222050188,5.891077621887272e-06,False
pos,5.0,2519,simple,0.11817485856872635,1.9560808156636584,0.021291130044250713,0.014007491304110543,False,1.9560808156636584,0.014007491304110543,False
pos,10.0,3000,ml,0.05677062494033003,0.0763931717533009,0.017475559039168764,0.010417223931374581,False,1.1356661431102815,0.010417223931374581,False
pos,10.0,3000,simple,0.1274603995950177,2.6629321582033385,0.028433361694192236,0.02138663719538344,True,2.6629321582033385,0.02138663719538344,True
pos,10.0,3001,ml,0.045827148080710284,0.8852397624429303,0.021015322464508095,0.012053748398172071,False,0.8852397624429301,0.012053748398172071,False
pos,10.0,3001,simple,0.13797338545274723,2.921517859969464,0.030421275306238997,0.02003221729111684,True,2.921517859969464,0.02003221729111684,True
pos,10.0,3002,ml,0.005989978837849241,0.09733291331894149,0.019263683693165907,0.009391398531594947,False,0.09733291331894149,0.009391398531594947,False
pos,10.0,3002,simple,0.09948078558430042,2.3896916970231934,0.03148044460502648,0.02152495448072311,True,2.3896916970231934,0.02152495448072311,True
pos,10.0,3003,ml,0.09738013450085703,2.143343354016143,0.01870753476307989,0.011585622755104798,True,2.143343354016143,0.011585622755104798,True
pos,10.0,3003,simple,0.1782117066047985,0.2114422971847439,0.028600251751185912,0.021235205177305493,False,3.143315726039353,0.021235205177305493,True
pos,10.0,3004,ml,0.07716199837353138,1.4043070904481532,0.014982983600778425,0.006158093137105906,False,1.4043070904481532,0.00615809313710591,False
pos,10.0,3004,simple,0.047050575343803504,1.0389558841514746,0.025343232438606512,0.017662792391765814,False,1.0389558841514746,0.017662792391765814,False
pos,10.0,3005,ml,0.09851913945861929,1.9424893228505704,0.015611828107373582,0.00852243980757757,False,1.9424893228505704,0.00852243980757757,False
pos,10.0,3005,simple,0.15656516162194825,3.278871514774748,0.0262221238009767,0.0191058382077666,True,3.278871514774748,0.0191058382077666,True
pos,10.0,3006,ml,0.15035396064960163,2.458934082946313,0.019273242843087107,0.011748121299489201,True,2.458934082946313,0.011748121299489201,True
pos,10.0,3006,simple,0.15087838916439722,0.19394693150548817,0.029851039444904172,0.02285683765425481,False,2.883228417092061,0.02285683765425481,True
pos,10.0,3007,ml,-0.06986699796817811,-1.8411469864444996,0.005388870275280674,-0.002918092456934295,False,-1.8411469864444996,-0.002918092456934295,False
pos,10.0,3007,simple,0.0762866372337656,1.2381936629999863,0.018916867717960972,0.011651392546780465,False,1.2381936629999863,0.011651392546780465,False
pos,10.0,3008,ml,0.048915169101532034,0.9828897013263375,0.0113285431713953,0.002349039591204388,False,0.9828897013263375,0.00234903959120439,False
pos,10.0,3008,simple,0.13007259667773396,0.1955164284975406,0.02235927380661002,0.015305860315377135,False,2.906560667274622,0.015305860315377135,True
pos,10.0,3009,ml,0.02670773859867909,0.5248108712876108,0.017575031282679843,0.009265921669594715,False,0.5248108712876108,0.009265921669594715,False
pos,10.0,3009,simple,0.15709819436658817,0.23824669335402965,0.03136080063093199,0.023517538677179435,False,3.5417917222223156,0.023517538677179435,True
pos,10.0,3010,ml,0.12296601837581592,2.513999749661815,0.02595639299401213,0.01842023760977293,True,2.513999749661815,0.01842023760977293,True
pos,10.0,3010,simple,0.13150634348292436,3.0649538505404292,0.033562504613495886,0.026427071078712953,True,3.0649538505404292,0.026427071078712953,True
pos,10.0,3011,ml,0.0665642252552354,1.1851988066123496,0.018739983008681564,0.009787551724174871,False,1.1851988066123496,0.00978755172417487,False
pos,10.0,3011,simple,0.10260375619473683,2.103946535921116,0.026967214070094055,0.017959371927345768,True,2.103946535921116,0.017959371927345768,True
pos,10.0,3012,ml,0.11941130074143759,1.6012959390532635,0.017681921904631623,0.01036532862762975,False,1.6012959390532635,0.01036532862762975,False
pos,10.0,3012,simple,0.10737186275193099,2.2817672329185483,0.02631148770187687,0.018983647258206473,True,2.2817672329185483,0.018983647258206473,True
pos,10.0,3013,ml,0.09641971896727689,2.409109984654069,0.022080449225724302,0.014765227760933666,True,2.409109984654069,0.014765227760933666,True
pos,10.0,3013,simple,0.14735310662628992,3.475281936059258,0.02975034285558884,0.02213664015010532,True,3.475281936059258,0.02213664015010532,True
pos,10.0,3014,ml,-0.02799168196483905,-0.4839611975843548,0.012224408842632891,0.0034506183164932785,False,-0.4839611975843548,0.0034506183164932803,False
pos,10.0,3014,simple,0.08177725145186074,0.11872937423955474,0.023322715493964575,0.01615154158491834,False,1.7650390397713276,0.01615154158491834,False
pos,10.0,3015,ml,0.0687970920430994,0.10250955264067277,0.01928822200288578,0.012333163531272071,False,1.5239140568131067,0.012333163531272071,False
pos,10.0,3015,simple,0.08875178592273646,0.13713802045249376,0.026927955648278733,0.01990958687274637,False,2.0387032399179437,0.01990958687274637,True
pos,10.0,3016,ml,0.11116733111855961,2.0772217418409866,0.02783493348065103,0.018673863420879032,True,2.0772217418409866,0.018673863420879032,True
pos,10.0,3016,simple,0.2005233648717757,3.0900934767502934,0.03499305741714161,0.027772953316408427,True,3.0900934767502934,0.027772953316408427,True
pos,10.0,3017,ml,0.07433415620853898,1.706553064352408,0.013751117385518187,0.0065981445112517625,False,1.706553064352408,0.0065981445112517625,False
pos,10.0,3017,simple,0.05637913063990626,1.323212453722979,0.02323193355011908,0.016119356678065733,False,1.323212453722979,0.016119356678065733,False
pos,10.0,3018,ml,0.015237161627034949,0.2744855204646464,0.01659548164021368,0.009168048403531442,False,0.2744855204646464,0.009168048403531442,False
pos,10.0,3018,simple,0.1337640126938589,0.19396522855972348,0.029744530822037554,0.022472306592717203,False,2.883500422358196,0.022472306592717203,True
pos,10.0,3019,ml,0.10087641307855295,1.2622185401655346,0.015326868023453177,0.0067248834475357264,False,1.2622185401655346,0.0067248834475357264,False
pos,10.0,3019,simple,0.1387279431808711,2.852712749784082,0.022630897019001776,0.014584421617364321,True,2.852712749784082,0.014584421617364321,True
pos,15.0,3500,ml,0.14558371405956005,1.8561466302580527,0.02617088734412033,0.01868332418813081,False,1.8561466302580527,0.01868332418813081,False
pos,15.0,3500,simple,0.18789425220149544,2.586043732420118,0.03320568615795833,0.025386201890268502,True,2.5860437324201184,0.025386201890268502,True
pos,15.0,3501,ml,0.10214149078801169,1.8943514948322975,0.025984256995722155,0.015693545420876566,False,1.8943514948322981,0.015693545420876566,False
pos,15.0,3501,simple,0.16331658007038355,3.1010675667746863,0.03558589260947097,0.026918000724598927,True,3.1010675667746863,0.026918000724598927,True
pos,15.0,3502,ml,0.13486737581580616,3.488226197407867,0.032360086675466145,0.024483689170966758,True,3.488226197407867,0.024483689170966758,True
pos,15.0,3502,simple,0.1964194146201212,4.179767047871813,0.040857760579960135,0.03355087483156157,True,4.179767047871813,0.03355087483156157,True
pos,15.0,3503,ml,0.08803806171359847,1.7720471109127616,0.026806626449106117,0.01912830482148391,False,1.7720471109127616,0.01912830482148391,False
pos,15.0,3503,simple,0.19147336798764067,4.523285882452614,0.0383594214384783,0.03033243825983177,True,4.523285882452614,0.03033243825983177,True
pos,15.0,3504,ml,0.17534858623656793,0.24665762738870603,0.036426006243214355,0.028890822782957397,False,3.666829245810976,0.028890822782957397,True
pos,15.0,3504,simple,0.23546123959651416,5.389156340256224,0.0429754931098653,0.03595453686731993,True,5.389156340256224,0.03595453686731993,True
pos,15.0,3505,ml,0.11605060054703946,2.2756622450481054,0.023531842490070117,0.014299936999396495,True,2.2756622450481054,0.014299936999396495,True
pos,15.0,3505,simple,0.18154128927173757,4.721561839427017,0.031854108633744764,0.02320668226085581,True,4.721561839427017,0.023206682260855805,True
pos,15.0,3506,ml,0.18932016352941583,0.266846935340953,0.033733882679234994,0.02663329407867634,False,3.9669648857898636,0.02663329407867634,True
pos,15.0,3506,simple,0.24517120061879044,5.654019118962229,0.040221311825701156,0.033039963599123166,True,5.654019118962229,0.033039963599123166,True
pos,15.0,3507,ml,0.1346923214331053,2.954288555917039,0.03128720493272259,0.0213970384258769,True,2.9542885559170387,0.0213970384258769,True
pos,15.0,3507,simple,0.12523535187074777,2.4437654985903614,0.03800958441629079,0.0294011419149645,True,2.4437654985903614,0.0294011419149645,True
pos,15.0,3508,ml,-0.0022130161508268796,-0.0469404955149777,0.024722240936745854,0.017814441523667998,False,-0.0469404955149777,0.017814441523667998,False
pos,15.0,3508,simple,0.12414146779708457,0.21005312533989076,0.03711207589832049,0.029941980454782614,False,3.122664201891927,0.029941980454782614,True
pos,15.0,3509,ml,0.03144755303940151,0.639361836015761,0.02726480106605749,0.019827985729627857,False,0.639361836015761,0.019827985729627857,False
pos,15.0,3509,simple,0.0838985314157356,1.7787700626000071,0.03362784337035785,0.026535307484961274,False,1.7787700626000071,0.026535307484961274,False
pos,15.0,3510,ml,0.035560115765502734,0.9057804747855447,0.019526668064665905,0.011536929916743403,False,0.9057804747855447,0.011536929916743403,False
pos,15.0,3510,simple,0.07315429624013349,0.10354564578118766,0.02912752673885088,0.020535378219773533,False,1.5393166886686263,0.020535378219773533,False
pos,15.0,3511,ml,0.10954616140562082,1.8649895639373166,0.02755471907338098,0.02034700512585832,False,1.8649895639373166,0.02034700512585832,False
pos,15.0,3511,simple,0.22278835657423454,2.792759449281065,0.03423624206964339,0.027033275860341037,True,2.7927594492810646,0.027033275860341037,True
pos,15.0,3512,ml,0.07683102744832239,0.11609019424939007,0.02544534685153353,0.018456187419294032,False,1.7258048086009923,0.018456187419294032,False
pos,15.0,3512,simple,0.2221306969288269,3.974354581147108,0.04011506350112861,0.0332234456529005,True,3.974354581147108,0.0332234456529005,True
pos,15.0,3513,ml,0.12661053714952097,1.784091603320338,0.028979576483881057,0.020655606069008996,False,1.784091603320338,0.020655606069008996,False
pos,15.0,3513,simple,0.19517232690211264,2.306900285929366,0.037246284921735685,0.029997371930438894,True,2.306900285929366,0.029997371930438894,True
